0.83011,0.9346,0.10449
2.142,2.2698,0.12771
2.7167,2.8677,0.15093
2.9431,3.0592,0.1161
3.3843,3.483,0.098685
4.8646,4.9807,0.1161
5.2361,5.3522,0.1161
5.7411,5.8746,0.13351
9.4795,9.7001,0.22059
10.344,10.559,0.21478
10.728,10.902,0.17415
11.175,11.291,0.1161
12.666,12.846,0.17995
12.992,13.09,0.098685
13.293,13.386,0.09288
13.636,13.764,0.12771
13.868,13.996,0.12771
14.095,14.211,0.1161
14.6,14.727,0.12771
15.743,15.94,0.19737
16.097,16.248,0.15093
16.573,16.724,0.15093
18.35,18.5,0.15093
18.535,18.651,0.1161
18.721,18.831,0.11029
19.603,19.72,0.1161
19.725,19.824,0.098685
20.091,20.207,0.1161
21.629,21.757,0.12771
21.873,21.983,0.11029
22.233,22.367,0.13351
23.144,23.243,0.098685
23.528,23.65,0.1219
24.033,24.149,0.1161
24.747,24.88,0.13351
25.06,25.165,0.10449
25.339,25.432,0.09288
25.681,25.85,0.16834
25.867,26.122,0.25542
26.569,26.686,0.1161
26.958,27.057,0.098685
27.173,27.278,0.10449
28.845,29.367,0.52245
29.373,29.518,0.14512
30.238,30.354,0.1161
31.62,31.747,0.12771
32.131,32.241,0.11029
32.607,32.85,0.24381
33.112,33.286,0.17415
33.495,33.611,0.1161
34.151,34.249,0.098685
34.319,34.441,0.1219
34.499,34.656,0.15673
34.749,34.865,0.1161
35.637,35.788,0.15093
35.863,35.997,0.13351
36.113,36.241,0.12771
36.467,36.6,0.13351
36.734,36.856,0.1219
36.926,37.036,0.11029
37.233,37.402,0.16834
37.419,37.599,0.17995
39.567,39.66,0.09288
40.484,40.577,0.09288
40.745,41.076,0.33088
41.575,41.726,0.15093
42.08,42.185,0.10449
42.475,42.591,0.1161
44.489,44.606,0.1161
45.923,46.034,0.11029
46.15,46.289,0.13932
46.533,46.666,0.13351
47.102,47.235,0.13351
47.647,47.775,0.12771
47.874,47.99,0.1161
48.663,48.803,0.13932
49.18,49.29,0.11029
50.329,50.428,0.098685
51.177,51.304,0.12771
51.38,51.519,0.13932
52.477,52.605,0.12771
52.831,52.953,0.1219
52.959,53.052,0.09288
53.313,53.441,0.12771
54.172,54.288,0.1161
54.294,54.387,0.09288
56.088,56.25,0.16254
56.355,56.523,0.16834
57.017,57.168,0.15093
58.578,58.706,0.12771
59.228,59.461,0.2322
59.606,59.704,0.098685
59.826,60.006,0.17995
61.132,61.376,0.24381
61.533,61.666,0.13351
61.782,61.887,0.10449
62.218,62.369,0.15093
63.118,63.431,0.31347
63.466,63.582,0.1161
64.017,64.174,0.15673
64.923,65.027,0.10449
67.262,67.384,0.1219
67.709,67.837,0.12771
68.11,68.255,0.14512
69.091,69.242,0.15093
69.283,69.399,0.1161
69.509,69.671,0.16254
70.333,70.467,0.13351
70.589,70.716,0.12771
70.943,71.088,0.14512
73.561,74.118,0.55728
74.513,74.629,0.1161
74.641,74.826,0.18576
75.279,75.459,0.17995
75.575,75.697,0.1219
75.958,76.092,0.13351
76.399,76.516,0.1161
78.849,78.977,0.12771
82.158,82.274,0.1161
82.396,82.506,0.11029
83.017,83.168,0.15093
85.502,85.647,0.14512
85.722,85.85,0.12771
86.883,87.005,0.1219
87.261,87.353,0.09288
87.359,87.452,0.09288
87.708,87.829,0.1219
88.149,88.305,0.15673
88.555,88.665,0.11029
88.677,88.84,0.16254
89.037,89.159,0.1219
90.593,90.715,0.1219
90.842,90.964,0.1219
91.487,91.667,0.17995
91.736,91.881,0.14512
92.056,92.16,0.10449
92.444,92.549,0.10449
93.634,93.745,0.11029
93.878,94.029,0.15093
94.227,94.337,0.11029
94.621,94.761,0.13932
94.842,94.958,0.1161
95.521,95.666,0.14512
95.794,95.91,0.1161
96.026,96.247,0.22059
96.543,96.636,0.09288
96.874,97.001,0.12771
97.553,97.669,0.1161
97.721,97.855,0.13351
98.104,98.261,0.15673
101.25,101.34,0.09288
102.01,102.1,0.09288
103.12,103.23,0.11029
103.24,103.36,0.1161
103.47,103.64,0.16254
103.76,103.9,0.13932
104.13,104.25,0.1219
104.6,104.72,0.1219
105.3,105.43,0.12771
106.56,106.67,0.11029
108.09,108.23,0.13932
108.24,108.37,0.12771
108.4,108.53,0.13351
109.19,109.32,0.12771
112.95,113.05,0.10449
113.06,113.15,0.09288
113.37,113.49,0.1161
114.2,114.4,0.20317
115,115.11,0.11029
115.48,115.64,0.15673
115.88,115.98,0.098685
117.85,117.99,0.14512
118.82,119.05,0.22639
119.07,119.19,0.12771
119.28,119.43,0.15093
119.51,119.67,0.16254
119.93,120.04,0.1161
120.44,120.67,0.238
120.94,121.08,0.13932
121.18,121.3,0.1161
122.02,122.17,0.14512
122.53,122.78,0.24961
123.97,124.09,0.12771
124.35,124.51,0.15673
125.21,125.3,0.09288
125.45,125.56,0.11029
126.12,126.25,0.12771
126.44,126.58,0.13932
127.25,127.36,0.11029
128.13,128.39,0.26703
134.54,134.66,0.1219
134.83,135.01,0.17995
135.01,135.12,0.10449
136.46,136.59,0.12771
138.27,138.58,0.31347
139.84,139.98,0.13932
141.44,141.55,0.1161
141.69,141.86,0.16834
142.5,142.61,0.10449
143.74,144.06,0.31927
144.48,144.59,0.11029
145.14,145.25,0.11029
145.25,145.35,0.09288
145.56,145.69,0.12771
145.89,146,0.11029
146.81,146.91,0.098685
149.55,149.66,0.11029
149.82,149.93,0.11029
150.56,150.7,0.14512
150.95,151.12,0.16834
152.1,152.4,0.29605
152.56,152.67,0.10449
