6.0439,9.5146,3.4707
11.479,12.234,0.755
16.017,17.453,1.436
23.677,24.275,0.598
29.156,29.475,0.319
36.79,37.126,0.336
41.375,42.101,0.726
42.616,42.952,0.336
45.729,46.193,0.464
46.977,47.441,0.464
47.964,48.283,0.319
49.386,50.17,0.784
50.808,51.069,0.261
56.816,57.165,0.349
57.629,57.977,0.348
59.717,60.31,0.593
60.784,61.89,1.106
64.885,65.669,0.784
68.717,68.978,0.261
70.429,70.893,0.464
71.329,71.677,0.348
73.917,75.3,1.383
76.176,76.495,0.319
76.64,77.424,0.784
77.944,78.339,0.395
86.79,87.383,0.593
87.975,88.785,0.81
89.575,90.108,0.533
91.925,92.261,0.336
96.348,96.958,0.61
97.435,97.732,0.297
99.647,100.73,1.083
101.46,101.89,0.43
102.36,102.7,0.34
103.72,104.42,0.7
105.06,105.41,0.35
111.47,111.85,0.38
112.22,112.57,0.35
114.12,114.89,0.77
114.91,115.64,0.73
116.9,117.16,0.26
117.62,117.97,0.35
119.39,120.04,0.65
120.54,121.57,1.03
123.66,123.95,0.29
124.42,125.14,0.72
128.04,128.3,0.26
129.58,129.9,0.32
130.37,130.66,0.29
131.58,132.66,1.08
133.21,134.34,1.13
135.21,135.47,0.26
135.63,136.59,0.96
140.6,140.94,0.34
142.09,142.44,0.35
142.97,143.62,0.65174
144.07,144.36,0.29
156.43,156.75,0.32
158.43,158.81,0.38
159.3,160.29,0.98749
163.19,163.86,0.67
169.1,169.47,0.37525
170.84,171.39,0.553
171.87,172.34,0.47
172.42,172.89,0.47
173.82,174.08,0.26
174.23,175.2,0.96774
183.99,184.46,0.474
185.05,185.94,0.88874
186.59,187.14,0.55
188.94,189.24,0.29625
198.02,198.43,0.41
198.76,199.92,1.1652
203.51,204,0.49
204.6,205.59,0.98749
208.26,208.59,0.33575
210.33,210.62,0.29
211.29,212.24,0.95
212.88,213.46,0.58
219.53,220.14,0.61
222.32,222.64,0.32
222.93,224.9,1.975
225.97,227.42,1.45
228.76,229.02,0.26
235.15,235.44,0.29
235.7,236.77,1.07
237.12,238.14,1.02
238.17,238.53,0.3555
238.96,239.26,0.29625
239.76,240.05,0.29
240.34,240.98,0.64
243.13,243.77,0.64
243.94,244.63,0.69124
244.72,245.33,0.61
245.48,246.19,0.71099
246.27,246.53,0.25675
246.96,247.22,0.26
250.38,250.64,0.26
251.94,252.31,0.37525
252.67,253.06,0.395
253.87,254.96,1.0862
255.38,256.39,1.01
257.58,258.25,0.67
258.71,259.07,0.3555
261.15,261.94,0.79
262.86,263.75,0.88874
263.92,264.22,0.29625
264.61,264.9,0.29
266.32,266.64,0.32
267.13,268.03,0.9
268.52,269.19,0.67
270.96,271.22,0.26
273.46,274.17,0.71099
276.97,277.38,0.41
277.49,277.96,0.47
279.23,279.94,0.71099
280.77,281.41,0.64
281.82,282.08,0.26
282.94,283.83,0.88874
284.78,285.39,0.61224
286.81,287.17,0.3555
287.56,287.88,0.32
289.97,290.9,0.93
298.3,298.83,0.53
299.43,299.68,0.25675
301.09,301.98,0.88874
305.53,305.81,0.2765
307.33,307.8,0.47
308.55,309.4,0.84924
310.06,310.67,0.61
312.64,313.06,0.41475
318.01,318.94,0.93
319.46,319.72,0.26
320.36,321.58,1.22
321.84,322.19,0.35
322.55,325.06,2.5082
326.28,327.74,1.46
330.06,330.46,0.4
335.92,336.36,0.44
336.88,337.28,0.4
339.12,339.83,0.71099
340.48,341.23,0.75
344.18,344.53,0.3555
345.03,345.47,0.44
349.25,349.67,0.41475
351.1,352.9,1.8
353.07,354.15,1.08
357.05,358.24,1.185
359.2,360.05,0.84924
360.65,361.04,0.395
361.53,361.93,0.395
362.05,363.35,1.3035
363.94,365.39,1.4417
366.74,367.24,0.5
367.4,368.9,1.501
369.36,369.91,0.553
375.28,375.67,0.395
